state_id,reflection_partner_id,case,mesh,requested_amplitude,node,x,u,v
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,24,2.0999999999999996,10.008086339998579,10.001913978433368
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,25,2.1875,10.007066090211843,10.001672178811368
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,26,2.275,10.00587172742786,10.00138908205521
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,27,2.3625,10.00453274492226,10.001071665045421
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,28,2.4499999999999997,10.00308218871911,10.000727749142825
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,29,2.5374999999999996,10.001555836464389,10.000365807062225
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,30,2.625,9.999991310579182,9.999994753819015
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,31,2.7125,9.998427148104554,9.999623726938111
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,32,2.8,9.996901850508433,9.999261861363903
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,33,2.8874999999999997,9.995452936974624,9.99891806462281
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,34,2.9749999999999996,9.994116024353254,9.998600797765274
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,35,3.0625,9.99292395605375,9.998317867454174
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,36,3.15,9.991906000751632,9.998076234277237
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,37,3.2375,9.991087139913446,9.997881841950734
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,38,3.3249999999999997,9.990487460880267,9.997739471561706
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,39,3.4124999999999996,9.99012166965252,9.997652624379459
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p01,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p01,hm-a10-g1-L3p5-n2-beta2,40,-0.01,40,3.5,9.989998734650882,9.99762343606934
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,0,0.0,9.99499968379263,9.998812894936885
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,1,0.0875,9.99506119667746,9.998827492385796
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,2,0.175,9.995244224005942,9.998870925536227
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,3,0.26249999999999996,9.99554426868874,9.998942125620252
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,4,0.35,9.995953957662659,9.99903934054641
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,5,0.4375,9.996463221969725,9.999160177935273
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,6,0.5249999999999999,9.997059542835359,9.999301663893249
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,7,0.6124999999999999,9.99772825786744,9.999460316090573
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,8,0.7,9.998452920037524,9.999632229358669
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,9,0.7875,9.999215700805928,9.999813171713757
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,10,0.875,9.999997827646018,9.999998688455484
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,11,0.9624999999999999,10.000780045338725,10.000184211787786
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,12,1.0499999999999998,10.001543089771701,10.000365173269465
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,13,1.1375,10.002268162608985,10.000537116327925
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,14,1.2249999999999999,10.002937395111934,10.000695806063298
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,15,1.3125,10.00353428959845,10.00083733363252
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,16,1.4,10.004044127526408,10.000958212632629
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,17,1.4874999999999998,10.004454333971214,10.001055465096835
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,18,1.575,10.004754789321236,10.001126694971223
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,19,1.6624999999999999,10.004938080314309,10.001170147248246
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,20,1.75,10.00499968405176,10.001184751287733
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,21,1.8375,10.004938080314297,10.00117014724825
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,22,1.9249999999999998,10.004754789321213,10.001126694971228
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,23,2.0124999999999997,10.004454333971182,10.001055465096842
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,24,2.0999999999999996,10.004044127526369,10.000958212632638
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,25,2.1875,10.003534289598408,10.000837333632528
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,26,2.275,10.002937395111893,10.000695806063307
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,27,2.3625,10.002268162608948,10.000537116327934
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,28,2.4499999999999997,10.00154308977167,10.000365173269474
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,29,2.5374999999999996,10.000780045338704,10.000184211787795
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,30,2.625,9.999997827646009,9.999998688455493
hm-a10-g1-L3p5-n2-beta2__N0040__Aminus_0p005,hm-a10-g1-L3p5-n2-beta2__N0040__Aplus_0p005,hm-a10-g1-L3p5-n2-beta2,40,-0.005,31,2.7125,9.999215700805934,9.999813171713766
